# Cpu scheduler: sjf
# Quantum: None
pid arrival_time cpu_bursts_time io_bursts_time nbursts bursts_time tat ready_wait_time io_wait_time
4 15.180552658777259 98.27677868495273 90.52400031351473 13 188.80077899846748 707.7426768597484 110.15127172153234 499.31462645326326
3 13.66557304677248 78.91924337590112 82.57726344265255 11 161.49650681855366 782.7913194426084 143.56341928513893 560.3086567815684
6 21.110512077259187 68.40459399231014 59.54813243728128 9 127.95272642959141 843.9030965976959 275.88954444389066 499.60895816149514
2 13.06178559012088 65.68098808164507 61.269243511211805 9 126.95023159285688 977.233882818806 332.13199919410715 579.4208955430538
10 36.915301462508964 68.35182169240136 55.16768052163329 7 123.51950221403465 1294.366360584341 558.7812874097069 667.233251482233
11 38.31708260288282 114.15753093897996 108.63610679408595 15 222.79363773306588 1338.039261093495 126.48596508497985 1097.3957650695356
12 45.009138036064435 106.22370875777648 92.39414634031368 13 198.61785509809016 1495.5557131155279 365.78734424924505 1023.5446601085063
9 28.312917316574335 119.5675363666537 120.74850324705557 17 240.31603961370925 1692.2985076598309 185.57370367292512 1387.1572676202522
5 15.49303904226989 113.468872252689 100.47454024375955 13 213.94341249644856 1751.5606682972357 381.6247738687325 1256.4670221758142
1 11.330656939239304 147.1906079783286 129.86935676789477 19 277.05996474622333 2281.772416548747 375.40438126132034 1759.177427309098
55 510.4404391279657 40.611140688268286 111.38968493962089 147 152.00082562788918 21595.41241952896 16.044384580350197 21538.75689426034
32 262.3878295094891 42.441320956875565 121.13459532750826 161 163.57591628438382 23335.676185680477 56.68531528846006 23236.549549435145
77 709.076157360997 41.63050509038865 115.82569604371662 155 157.45620113410527 22917.76540013372 27.953080273371484 22848.181814769963
56 514.0838519108162 45.469640403743966 119.97168360763135 161 165.44132401137534 23741.178058285444 62.99096427516008 23632.717453606536
156 1478.693879250391 45.64405676906876 121.13459587437669 159 166.77865264344547 23637.397327085917 17.364598440870623 23574.38867187597
193 1766.2432482613744 46.81387627907993 114.86757020819016 157 161.68144648727008 23357.360963187755 4.760959456787532 23305.786127451884
34 276.8235317834816 46.13026972941847 128.91366189895035 171 175.04393162836882 24860.799845691392 27.519944786119197 24787.14963117585
108 943.2829512090866 44.84665947955669 116.78393844301267 165 161.63059792256936 24465.152328630706 36.980701302476405 24383.32496784867
24 162.29242689271047 46.557287212096476 132.28140546017852 177 178.838692672275 25376.29087429894 77.86393693337396 25251.869650153465
65 601.9930816695659 49.56656660050142 124.69216511750697 169 174.2587317180084 24968.788617055772 42.203169058240064 24877.018881397038
64 587.2362083262705 44.84791343057182 125.18923066113327 171 170.0371440917051 25184.098982049443 12.52392277776562 25126.7271458411
91 825.2990291923163 41.96553573825287 123.47914735627663 169 165.4446830945295 24983.790256863027 33.53994729178976 24908.284773832987
110 1004.1041951939894 47.82607842125946 129.37475599393818 169 177.20083441519762 25002.82557390953 0.0 24954.99949548827
88 808.3847094621805 44.9774409516319 130.1381567721972 173 175.11559772382907 25548.379979084617 0.0 25503.40253813299
