# Cpu scheduler: sjf
# Quantum: None
pid arrival_time cpu_bursts_time io_bursts_time bursts_time tat ready_wait_time io_wait_time
0 20.007059672061995 19.20759033061142 4.456700061544098 23.664290392155518 32.25222704010635 8.587936647950833 4.456700061544094
2 42.13743782597753 14.011273538397566 3.5413653268662353 17.552638865263802 28.25881408294802 10.706175217684219 3.5413653268662344
1 32.28146049191874 21.562128753598465 5.465581447835804 27.027710201434267 52.92654339243149 25.898833190997188 5.465581447835824
5 85.60841992309376 12.478588510891544 3.4793050551580795 15.957893566049625 25.432143759180576 9.47425019313097 3.479305055158079
4 75.19444125552118 21.025573783103198 4.898682905440531 25.92425668854373 49.05929659671632 23.135039908172573 4.898682905440566
3 72.84241895143495 14.781844080080834 3.44864782890171 18.230491908982543 52.95491322739838 34.72442131841581 3.448647828901727
8 135.52432380190203 10.71480359946332 2.7294683253529115 13.444271924816231 23.699636687495797 10.255364762679562 2.7294683253529115
7 131.37032325993053 7.348443428032387 1.6025081141675277 8.950951542199915 30.713896215984306 21.762944673784403 1.6025081141675344
9 141.98429636828433 21.825810784632 5.051713740886068 26.877524525518073 45.375232173218535 18.49770764770045 5.0517137408861
10 169.82010405730506 16.414959557139003 4.167784553017472 20.58274411015648 41.914197872006554 21.3314537618501 4.167784553017469
6 129.5950062726119 26.988268520601245 7.627626400639305 34.615894921240546 83.58510583541266 48.96921091417212 7.627626400639343
11 232.90732478788422 21.23698573850693 5.488551613289503 26.725537351796433 32.315629911433945 5.590092559637526 5.488551613289502
12 251.0617154479424 18.794129731850497 4.530340867734947 23.32447059958545 35.027866174963094 11.703395575377726 4.530340867734964
14 262.94080692450115 15.664441101134043 3.4978242010964133 19.16226530223046 33.50825892426184 14.345993622031358 3.497824201096421
13 252.364582001603 16.949565410534905 3.8449931689772834 20.794558579512188 59.50093217133738 38.706373591825155 3.8449931689772825
19 347.2555154824209 11.298364164523523 2.38670066650294 13.685064831026462 22.197604743801037 8.512539912774628 2.386700666502918
16 326.2746801705612 13.942783108991717 3.1517901608028818 17.094573269794594 52.30902034066605 35.21444707087147 3.151790160802875
18 340.51117838874455 20.79528929338426 5.122612434149588 25.91790172753385 45.38904839676388 19.471146669229995 5.122612434149573
17 338.69371158554475 11.050733078428237 2.559935849725085 13.610668928153324 61.42606692793902 47.81539799978577 2.5599358497250932
15 324.1414310317408 19.973877634189023 4.884374812376599 24.85825244656562 77.43377405308235 52.57552160651687 4.884374812376507
20 412.35099412420976 16.810605162762176 3.8553017652009407 20.665906927963114 20.66590692796308 0.0 3.8553017652009203
21 451.87641007521404 10.800050340271646 2.532610093138507 13.332660433410153 13.332660433410126 0.0 2.532610093138487
22 466.1532791963531 17.447808904139645 5.373747511225434 22.821556415365077 22.821556415365023 0.0 5.373747511225417
23 512.755331725302 16.147079196828543 3.695430113402189 19.84250931023073 19.84250931023098 0.0 3.695430113402267
24 546.3493821413791 19.213823895422138 4.924431311490055 24.138255206912195 28.31442547205245 4.176170265140172 4.9244313114902525
25 561.6147522478489 19.224334581493373 4.545327269427287 23.769661850920667 43.12893009879406 19.359268247873274 4.545327269427503
26 576.044412441473 13.558329436081676 3.3527690556949463 16.911098491776624 35.22052928585015 18.30943079407359 3.352769055694921
27 586.6570672222925 20.940763937795033 5.481824464925714 26.42258840272074 38.56211189292776 12.139523490206784 5.481824464925921
28 654.0072009162186 14.408489320179699 3.2109786790695765 17.619467999249274 17.61946799924931 0.0 3.210978679069626
29 675.5132898456972 10.813527193101788 2.4637762595842405 13.277303452686027 15.66027495175274 2.3829714990665707 2.4637762595842787
30 684.567385698485 20.093585199291184 4.1784871016312195 24.272072300922407 26.857101851146126 2.585029550224135 4.178487101630935
31 717.5448899655205 17.47463757646811 4.451230491545767 21.925868068013877 30.22229059988547 8.296422531871372 4.451230491545857
32 726.5671979792548 17.72959792969871 4.596865662006608 22.32646359170532 29.756363514203713 7.429899922498294 4.596865662006735
33 807.3063977117448 16.5478407857301 4.102888813290452 20.65072959902055 31.37415441006499 10.723424811044538 4.102888813290406
34 807.5519714807857 25.42385694092636 6.209664026837792 31.63352096776415 43.86064184054419 12.227120872779892 6.209664026837686
36 876.4367616951632 8.623633651613062 2.1075384156635786 10.73117206727664 17.674761001031015 6.943588933754313 2.107538415663612
35 871.8843994498022 24.917728661356897 6.674263454780528 31.591992116137423 40.121564269497526 8.529572153360391 6.67426345478043
37 905.4252407276307 12.707620654331482 2.9156559559560415 15.623276610287522 22.787125429185153 7.163848818897463 2.9156559559560264
38 917.7629584998069 9.226378544060676 2.0569197855716235 11.2832983296323 15.25618500797259 3.9728866783403873 2.0569197855716084
39 947.313573821779 9.122863949031826 2.206256641486357 11.329120590518183 18.071523829707075 6.742403239189002 2.206256641486334
40 948.2085383641427 11.294095135858644 2.377201254750706 13.67129639060935 25.01571753389112 11.344421143281807 2.37720125475073
41 958.6966219374615 9.09516126513158 2.060968140789284 11.156129405920863 18.627745586163087 7.471616180242108 2.0609681407893277
42 1005.500773619738 15.761436569509824 3.6922998432400913 19.453736412749915 19.45373641274989 0.0 3.6922998432399936
44 1096.6430346780714 12.380041731398663 2.8263854733001734 15.206427204698834 23.384747673743277 8.17832046904482 2.826385473299979
43 1089.0648462304362 18.66916708127308 4.754006956530759 23.42317403780384 32.5351905317209 9.112016493916826 4.7540069565309295
45 1130.2389411745621 14.058567321624324 3.7473363136405613 17.805903635264887 17.805903635264713 0.0 3.7473363136402895
46 1162.1555386442546 24.01192202715823 6.499943819310325 30.511865846468556 41.39056241422395 10.878696567755014 6.499943819310374
47 1179.3371281113573 15.71167617931237 3.285377028194163 18.997053207506536 28.47076331720382 9.473710109697095 3.2853770281942616
48 1199.8534302216315 17.122047030250407 4.529121561426054 21.65116859167646 36.789118605975546 15.137950014299122 4.529121561425882
49 1211.058586329827 21.15127897493658 5.245804588381732 26.39708356331831 47.280965973248385 20.88388240992981 5.245804588381816
50 1227.8910749754239 15.569302980495594 3.5883217514889223 19.15762473198452 31.728722896292084 12.571098164306932 3.5883217514895023
51 1261.5963999484886 13.265419871381713 3.6136488827322526 16.879068754113966 21.076678677871996 4.197609923757682 3.6136488827326048
52 1268.245887412345 16.854736539473365 4.175258048550985 21.02999458802435 33.171402473449234 12.141407885425224 4.175258048550859
53 1269.232226056393 15.521877664373573 4.285064714698708 19.80694237907228 40.95296091369869 21.146018534626137 4.285064714698819
54 1351.0656272349004 12.398493806042842 3.4228174102012483 15.82131121624409 15.821311216244112 0.0 3.4228174102013327
55 1378.9302690498782 13.17766254903389 3.048824649161403 16.226487198195294 16.2264871981954 0.0 3.0488246491615882
56 1415.5540910795887 21.252910050498837 5.402080303473805 26.654990353972643 26.654990353972153 0.0 5.4020803034732126
57 1472.1228123072303 12.29032263736713 3.000618774472276 15.290941411839405 16.898769360651613 1.607827948812428 3.000618774472059
58 1484.5789210244714 10.613785393903184 2.274871648780715 12.8886570426839 18.720656400363623 5.831999357679933 2.2748716487806178
60 1504.3691442025204 11.788782782672502 2.6904493595876566 14.47923214226016 25.6650404542072 11.185808311946857 2.690449359587774
